SUPERMAN RETURNS,Superhero Action - 2006
THE LIVES OF OTHERS,Drama Thriller - 2006
THE HILLS HAVE EYES,Horror Thriller - 2006
THE DEVIL WEARS PRADA,Romantic Comedy - 2006
LITTLE MISS SUNSHINE,Adventure Comedy - 2006
CARS,Animation Comedy - 2006
THE ILLUSIONIST,Romance Mystery - 2006
THE PURSUIT OF HAPPYNESS,Biography Drama - 2006
CASINO ROYALE,Action Thriller - 2006
ERAGON,Fantasy Adventure - 2006
STAR WARS THE FORCE AWAKENS,Sci-Fi Action - 2015
JURASSIC WORLD,Action Adventure - 2015
AVENGERS AGE OF ULTRON,Action Adventure - 2015
INSIDE OUT,Animation - 2015
FURIOUS SEVEN,Action - 2015
MINIONS,Animation - 2015
THE HUNGER GAMES MOCKINGJAY PART TWO,Action Adventure - 2015
THE MARTIAN,Sci-Fi - 2015
CINDERELLA,Fantasy - 2015
SPECTRE,Action - 2015
MISSION IMPOSSIBLE ROGUE NATION,Action - 2015
PITCH PERFECT TWO,Comedy - 2015
THE REVENANT,Action Adventure - 2015
ANT MAN,Action Adventure - 2015
HOME,Animation - 2015
HOTEL TRANSYLVANIA TWO,Animation - 2015
FIFTY SHADES OF GREY,Romance - 2015
THE SPONGEBOB MOVIE SPONGE OUT OF WATER,Animation - 2015
STRAIGHT OUTTA COMPTON,Drama - 2015
SAN ANDREAS,Action - 2015
MAD MAX FURY ROAD,Sci-Fi Action - 2015
DADDYS HOME,Sci-Fi Action - 2015
INSURGENT,Action Adventure - 2015
THE PEANUTS MOVIE,Animation - 2015
KINGSMAN THE SECRET SERVICE,Action Adventure - 2015
THE GOOD DINOSAUR,Animation - 2015
SPY,Comedy - 2015
TRAINWRECK,Comedy - 2015
CREED,Drama - 2015
TOMORROWLAND,Sci-Fi - 2015
FINDING DORY,Animation - 2016
CAPTAIN AMERICA CIVIL WAR,Action Adventure - 2016
A SECRET LIFE OF PETS,Animation - 2016
THE JUNGLE BOOK,Adventure - 2016
DEADPOOL,Action - 2016
ZOOTOPIA,Animation - 2016
BATMAN VS SUPERMAN DAWN OF JUSTICE,Action Adventure - 2016
SUICIDE SQUAD,Action Adventure - 2016
DOCTOR STRANGE,Action Adventure - 2016
FANTASTIC BEASTS AND WHERE TO FIND THEM,Fantasy - 2016
JASON BOURNE,Action - 2016
STAR TREK BEYOND,Sci-Fi Adventure - 2016
XMEN APOCALYPSE,Action Adventure - 2016
KUNG FU PANDA THREE,Animation - 2016
TROLLS,Animation - 2016
GHOSTBUSTERS,Horror Comedy - 2016
CENTRAL INTELLIGENCE,Comedy - 2016
THE LEGEND OF TARZAN,Action Adventure - 2016
SULLY,Drama - 2016
MOANA,Animation - 2016
BAD MOMS,Comedy - 2016
THE ANGRY BIRDS MOVIE,Animation - 2016
INDEPENDENCE DAY RESURGENCE,Sci-fi Adventure - 2016
THE CONJURING TWO,Horror - 2016
SAUSAGE PARTY,Adult Animation - 2016
THE MAGNIFICENT SEVEN,Western - 2016
RIDE ALONG TWO,Action comedy - 2016
DONT BREATHE,Horror Thriller - 2016
MISS PEREGRINES HOME FOR PECULIAR CHILDREN,Fantasy - 2016
THE ACCOUNTANT,Drama - 2016
GRAVE OF THE FIREFLIES,War Animation - 1988
SHAOLIN SOCCER,Sports Comedy - 2001
THE MAN FROM EARTH,Drama Sci-Fi - 2007
GARDEN STATE,Comedy Drama - 2004
WAKING LIFE,Animation Drama - 2001
CLOSER,Romantic Drama - 2004
THRONE OF BLOOD,Action Drama - 1957
ONCE,Music Drama - 2006
PUNCH DRUNK LOVE,Comedy Romance - 2002
THE FOUNTAIN,Romantic Drama - 2006
MYSTERY MEN,Action Comedy - 1999
RUBBER,Comedy Horror - 2010
LADY VENGEANCE,Crime Thriller - 2005
TWELVE ANGRY MEN,Drama - 1957
ENTER THE VOID,Drama Fantasy - 2009
CASHBACK,Comedy Drama - 2006
THE BIG LEBOWSKI,Crime Comedy - 1998
HUMAN TRAFFIC,Music Comedy - 1999
THE MATADOR,Crime Comedy - 2005
TUCKER AND DALE VS EVIL,Comedy Horror - 2010
NEW KIDS TURBO,Action Comedy - 2010
BIG TROUBLE,Crime Comedy - 2002
THE TERMINAL,Comedy Drama - 2004
DOWNFALL,History Drama - 2004
THE FALL,Fantasy Adventure - 2006
DRIVE,Crime Drama - 2011
KIDULTHOOD,Drama - 2006
BRICK,Mystery Drama - 2005
HARD CANDY,Drama Thriller - 2005
MAN ON THE MOON,Biography Comedy - 1999
CITY ISLAND,Comedy Drama - 2009
ROMEO AND JULIET,Romantic Drama - 1996
MR NOBODY,Romantic Drama - 2009
A SCANNER DARKLY,Sci-Fi Animation - 2006
THEY LIVE,Action Horror - 1988
THE ACT OF KILLING,Documentary History - 2012
A SINGLE MAN,Drama - 2009
THE EDUKATORS,Action Comedy - 2004
HER,Romance Sci-Fi - 2013
THE WAVE,Drama Thriller - 2008
GATTACA,Drama Sci-Fi - 1997
BEFORE MIDNIGHT,Romantic Drama - 2013
NOTHING PERSONAL,Drama - 2009
EAGLE VS SHARK,Romantic Comedy - 2007
THE VICIOUS KIND,Comedy Drama - 2009
DOGTOOTH,Drama - 2009
TINY FURNITURE,Comedy Drama - 2010
MAN BITES DOG,Crime Comedy - 1992
BLOOD IN BLOOD OUT,Crime Action - 1993
STAR WARS THE LAST JEDI,Sci-Fi - 2017
FIFTY SHADES DARKER,Drama - 2017
GIRLS TRIP,Comedy - 2017
WONDER,Drama- 2017
TRANSFORMERS THE LAST KNIGHT,Action - 2017
SPLIT,Psychological - 2017
WAR FOR THE PLANET OF THE APES,Sci-Fi - 2017
CARS THREE,Animation - 2017
COCO,Animation- 2017
KONG SKULL ISLAND,Adventure - 2017
PIRATES OF THE CARIBBEAN DEAD MEN TELL NO TALES,Fantasy - 2017
THE BOSS BABY,Animation - 2017
GET OUT,Horror - 2017
THE LEGO BATMAN MOVIE,Animation - 2017
DUNKIRK,War - 2017
JUSTICE LEAGUE,Action - 2017
THE FATE OF THE FURIOUS,Action - 2017
LOGAN,Action Adventure - 2017
DESPICABLE ME THREE,Animation - 2017
THOR RAGNAROK,Adventure - 2017
IT,Horror - 2017
SPIDER MAN HOMECOMING,Adventure - 2017
GUARDIANS OF THE GALAXY VOLUME TWO,Sci-Fi - 2017
WONDER WOMAN,Adventure - 2017
BEAUTY AND THE BEAST,Live Action Fantasy - 2017
THE GREATEST SHOWMAN,Musical - 2017
THREE BILBOARDS OUTSIDE EBBING MISSOURI,Drama - 2017
BLADE RUNNER TWENTY FORTY NINE,Sci-Fi - 2017
BABY DRIVER,Action - 2017
ALIEN COVENANT,Sci-Fi - 2017
